Location: Oysand
Date: 2018/06/06 | Time (start of measurement): 12:24:11 | Recording time (s): 2.2 | Measurement frequency (Hz): 1000
Direction: Direction 1 - impact load applied at the end of the profile that was closer to the road (forward measurement, receiver 1 is the trigger) | Load: Sledgehammer | Receiver spacing: dx = 2 m | Source offset: x1 = 15 m
 
Channel 1        	 Channel 2        	 Channel 3        	 Channel 4        	 Channel 5        	 Channel 6        	 Channel 7        	 Channel 8        	 Channel 9        	 Channel 10       	 Channel 11       	 Channel 12       	 Channel 13       	 Channel 14       	 Channel 15       	 Channel 16       	 Channel 17       	 Channel 18       	 Channel 19       	 Channel 20       	 Channel 21       	 Channel 22       	 Channel 23       	 Channel 24       
0.000108033917775	0.000108033917775	0.000108033917775	-0.000220777122678	0.000436844958255	0.000436844958255	-0.000220777122678	-0.000220777122678	0.000108033917775	0.000436844958255	0.000436844958255	0.000765655998761	0.000436844958255	0.000436844958255	0.000108033917775	0.000108033917775	0.000399267072080	0.000070314334042	0.000070314334042	-0.000258638403952	0.000399267072080	0.000070314334042	0.000070314334042	0.000399267072080
0.000765655998761	0.000108033917775	0.000436844958255	0.000108033917775	0.000108033917775	0.000436844958255	-0.000220777122678	0.000108033917775	0.000108033917775	0.000108033917775	0.000765655998761	0.000108033917775	0.000436844958255	0.000436844958255	0.000108033917775	0.000765655998761	0.000399267072080	0.000070314334042	0.000399267072080	-0.000258638403952	0.000070314334042	0.000399267072080	0.000399267072080	0.000399267072080
0.000436844958255	-0.000220777122678	0.000108033917775	0.000108033917775	0.000108033917775	0.000108033917775	-0.000220777122678	0.000108033917775	0.000108033917775	0.000108033917775	0.000108033917775	0.000436844958255	0.000108033917775	0.000108033917775	0.000765655998761	0.000436844958255	0.000399267072080	0.000070314334042	0.000070314334042	0.000070314334042	0.000070314334042	0.000399267072080	0.000070314334042	0.000070314334042
-0.000220777122678	0.000436844958255	0.000436844958255	0.000108033917775	0.000436844958255	0.000436844958255	-0.000220777122678	0.000436844958255	0.000436844958255	0.000436844958255	0.000108033917775	0.000108033917775	-0.000220777122678	0.000108033917775	0.000436844958255	0.000108033917775	0.000399267072080	0.000070314334042	0.000399267072080	0.000070314334042	0.000070314334042	0.000399267072080	0.000070314334042	0.000399267072080
0.000108033917775	0.000108033917775	-0.000220777122678	0.000108033917775	0.000108033917775	0.000436844958255	-0.000220777122678	0.000436844958255	0.000436844958255	0.000108033917775	0.000436844958255	0.000108033917775	0.000436844958255	0.000108033917775	0.000108033917775	0.000108033917775	0.000728219810162	0.000070314334042	0.000399267072080	0.000399267072080	0.000399267072080	0.000070314334042	-0.000258638403952	0.000070314334042
0.000436844958255	0.000108033917775	0.000108033917775	0.000436844958255	-0.000220777122678	0.000436844958255	0.000108033917775	0.000436844958255	-0.000220777122678	0.000108033917775	0.000436844958255	0.000108033917775	0.000436844958255	0.000436844958255	0.000436844958255	0.000436844958255	0.000399267072080	-0.000258638403952	0.000399267072080	0.000070314334042	-0.000258638403952	0.000399267072080	0.000070314334042	0.000399267072080
0.000436844958255	-0.000220777122678	0.000436844958255	0.000108033917775	0.000436844958255	0.000436844958255	0.000436844958255	0.000436844958255	0.000436844958255	0.000108033917775	0.000436844958255	-0.000220777122678	0.000436844958255	0.000436844958255	0.000108033917775	0.000765655998761	0.000070314334042	0.000070314334042	0.000399267072080	0.000399267072080	0.000070314334042	0.000728219810162	0.000070314334042	-0.000258638403952
0.000436844958255	0.000436844958255	0.000108033917775	0.000436844958255	0.000436844958255	0.000108033917775	0.000108033917775	0.000108033917775	0.000108033917775	0.000108033917775	0.000436844958255	0.000436844958255	0.000765655998761	0.000436844958255	0.000108033917775	0.000436844958255	0.000070314334042	0.000070314334042	0.000728219810162	0.000070314334042	0.000399267072080	-0.000258638403952	-0.000258638403952	0.000070314334042
0.000436844958255	0.000108033917775	0.000436844958255	0.000436844958255	0.000108033917775	0.000108033917775	0.000108033917775	0.000436844958255	0.000436844958255	0.000108033917775	0.000436844958255	0.000108033917775	0.000108033917775	0.000436844958255	0.000108033917775	0.000436844958255	0.000728219810162	-0.000587591141901	0.000070314334042	0.000399267072080	0.000070314334042	-0.000258638403952	-0.000258638403952	0.000070314334042
0.000108033917775	-0.000220777122678	0.000108033917775	0.000108033917775	0.000436844958255	0.000436844958255	0.000436844958255	0.000108033917775	0.000436844958255	0.000436844958255	0.000436844958255	0.000436844958255	0.000436844958255	0.000436844958255	0.000108033917775	0.000108033917775	0.000070314334042	-0.000258638403952	-0.000258638403952	0.000070314334042	0.000399267072080	0.000728219810162	0.000070314334042	0.000070314334042
0.000108033917775	0.000108033917775	0.000765655998761	0.000436844958255	-0.000220777122678	0.000108033917775	0.000108033917775	0.000436844958255	0.000765655998761	0.000436844958255	0.000108033917775	0.000436844958255	0.000108033917775	0.000436844958255	0.000436844958255	0.000436844958255	0.000399267072080	-0.000258638403952	0.000399267072080	0.000399267072080	-0.000258638403952	0.000070314334042	0.000399267072080	0.000070314334042
0.000108033917775	0.000108033917775	0.000436844958255	-0.000220777122678	0.000108033917775	0.000765655998761	0.000436844958255	0.000108033917775	0.000436844958255	0.000108033917775	0.000436844958255	0.000436844958255	0.000436844958255	0.000108033917775	0.000436844958255	0.000108033917775	0.000399267072080	0.000070314334042	0.000399267072080	0.000399267072080	0.000399267072080	0.000399267072080	0.000399267072080	-0.000258638403952
0.000108033917775	0.000108033917775	0.000108033917775	0.000765655998761	-0.000220777122678	0.000436844958255	0.000108033917775	-0.000220777122678	0.000436844958255	0.000108033917775	0.000108033917775	0.000436844958255	0.000436844958255	0.000436844958255	0.000436844958255	0.000436844958255	0.000399267072080	-0.000258638403952	0.000070314334042	0.000399267072080	0.000070314334042	0.000399267072080	-0.000258638403952	-0.000258638403952
0.000108033917775	0.000108033917775	0.000108033917775	0.000108033917775	0.000108033917775	0.000436844958255	0.000108033917775	0.000436844958255	0.000108033917775	0.000108033917775	0.000436844958255	0.000108033917775	0.000436844958255	0.000436844958255	0.000436844958255	0.000108033917775	0.000070314334042	0.000070314334042	0.000399267072080	0.000728219810162	0.000728219810162	0.000399267072080	-0.000258638403952	0.000070314334042
0.000436844958255	-0.000549588163105	0.000108033917775	0.000436844958255	0.000108033917775	0.000436844958255	0.000108033917775	0.000108033917775	0.000108033917775	0.000436844958255	0.000108033917775	0.000436844958255	0.000108033917775	0.000108033917775	0.000108033917775	0.000436844958255	0.000728219810162	0.000070314334042	-0.000258638403952	0.000399267072080	0.000399267072080	0.000728219810162	-0.000258638403952	0.000070314334042
0.000436844958255	0.000108033917775	0.000108033917775	0.000436844958255	0.000108033917775	0.000436844958255	0.000108033917775	0.000108033917775	0.000436844958255	0.000436844958255	0.000108033917775	0.000436844958255	0.000108033917775	0.000436844958255	0.000108033917775	0.000765655998761	0.000399267072080	0.000070314334042	0.000399267072080	0.000070314334042	0.000070314334042	0.000399267072080	0.000070314334042	0.000399267072080
0.000436844958255	0.000108033917775	0.000436844958255	0.000436844958255	0.000108033917775	0.000436844958255	0.000436844958255	0.000436844958255	0.000436844958255	0.000108033917775	0.000108033917775	0.000108033917775	0.000108033917775	0.000436844958255	0.000436844958255	0.000436844958255	0.000070314334042	0.000070314334042	0.000070314334042	0.001057172548288	-0.000258638403952	0.000399267072080	0.000070314334042	-0.000258638403952
0.000436844958255	0.000108033917775	0.000108033917775	0.000108033917775	0.000108033917775	0.000108033917775	0.000108033917775	0.000108033917775	0.000436844958255	0.000436844958255	0.000765655998761	0.000108033917775	0.000108033917775	0.000108033917775	0.000108033917775	0.000108033917775	0.000070314334042	0.000399267072080	0.000070314334042	0.000399267072080	0.000070314334042	0.000399267072080	0.000399267072080	-0.000587591141901
0.000108033917775	0.000108033917775	0.000108033917775	0.000436844958255	0.000108033917775	0.000108033917775	0.000765655998761	0.000108033917775	0.000765655998761	0.000108033917775	0.000436844958255	0.000108033917775	0.000108033917775	0.000108033917775	0.000108033917775	0.000436844958255	0.000070314334042	0.000728219810162	0.000399267072080	0.000399267072080	-0.000258638403952	0.000399267072080	0.000070314334042	0.000399267072080
0.000108033917775	0.000436844958255	0.000108033917775	0.000108033917775	0.000108033917775	0.000108033917775	0.000108033917775	0.000108033917775	0.000436844958255	-0.000220777122678	0.000436844958255	0.000108033917775	0.000765655998761	0.000108033917775	0.000108033917775	0.000108033917775	-0.000258638403952	0.000399267072080	0.000399267072080	0.000399267072080	-0.000258638403952	-0.000258638403952	0.000399267072080	0.000070314334042
0.000436844958255	0.000436844958255	-0.000220777122678	0.000108033917775	-0.000220777122678	0.000436844958255	0.000108033917775	0.000108033917775	0.000436844958255	0.000436844958255	0.000108033917775	0.000436844958255	0.000436844958255	0.000765655998761	-0.000220777122678	0.000436844958255	0.000399267072080	0.000399267072080	0.000399267072080	0.000399267072080	0.000070314334042	0.000399267072080	-0.000258638403952	0.000399267072080
0.000108033917775	0.000436844958255	0.000108033917775	0.000108033917775	0.000108033917775	0.000436844958255	0.001094467039293	-0.000549588163105	0.000765655998761	0.000436844958255	0.000108033917775	0.000436844958255	0.000436844958255	0.000108033917775	-0.000220777122678	0.000108033917775	0.000070314334042	0.000399267072080	0.000070314334042	0.000399267072080	0.000070314334042	0.000070314334042	0.000399267072080	0.000399267072080
0.000108033917775	0.000765655998761	0.000108033917775	0.000108033917775	0.000108033917775	0.000108033917775	0.000436844958255	0.000108033917775	0.000765655998761	0.000108033917775	0.000108033917775	0.000108033917775	-0.000220777122678	0.000436844958255	0.000108033917775	0.000436844958255	-0.000258638403952	0.000070314334042	0.000070314334042	0.000399267072080	0.000070314334042	0.000399267072080	0.000070314334042	0.000070314334042
0.000108033917775	0.000765655998761	-0.000220777122678	0.000436844958255	0.000108033917775	0.000436844958255	0.000436844958255	0.000436844958255	0.000436844958255	0.000765655998761	0.000436844958255	0.000108033917775	0.000436844958255	0.000765655998761	0.000108033917775	0.000108033917775	0.000070314334042	0.000399267072080	0.000070314334042	0.000399267072080	0.000070314334042	-0.000258638403952	0.000399267072080	-0.000258638403952
0.000436844958255	0.000108033917775	0.000108033917775	0.000436844958255	0.000108033917775	0.000108033917775	0.000436844958255	0.000108033917775	0.000436844958255	0.000108033917775	0.000436844958255	0.000436844958255	-0.000220777122678	0.000436844958255	0.000108033917775	0.000436844958255	0.000070314334042	0.000070314334042	0.000399267072080	0.000070314334042	0.000399267072080	-0.000258638403952	0.000399267072080	-0.000258638403952
-0.000220777122678	0.000765655998761	-0.000220777122678	0.000436844958255	0.000108033917775	0.000108033917775	0.000436844958255	0.000108033917775	0.000108033917775	0.000436844958255	0.000108033917775	0.000108033917775	0.000108033917775	0.000436844958255	0.000108033917775	0.000108033917775	-0.000258638403952	0.000070314334042	0.000070314334042	0.000399267072080	0.000070314334042	0.000399267072080	0.000728219810162	0.000399267072080
0.000108033917775	0.000108033917775	0.000436844958255	0.000436844958255	0.000436844958255	0.000108033917775	0.000108033917775	0.000108033917775	0.000436844958255	0.000436844958255	0.000108033917775	0.000765655998761	0.000436844958255	0.000108033917775	0.000108033917775	0.000108033917775	0.000070314334042	0.000728219810162	0.000070314334042	0.000399267072080	0.000399267072080	-0.000258638403952	0.000399267072080	-0.000258638403952
0.000108033917775	0.000436844958255	0.000108033917775	0.000436844958255	0.000436844958255	0.000436844958255	0.000108033917775	0.000108033917775	0.000108033917775	0.000436844958255	-0.000220777122678	0.000765655998761	0.000436844958255	0.000436844958255	0.000108033917775	-0.000220777122678	0.000070314334042	0.000728219810162	0.000070314334042	0.000399267072080	0.000399267072080	0.000399267072080	-0.000258638403952	0.000070314334042
-0.000220777122678	0.000436844958255	0.000108033917775	0.000436844958255	-0.000220777122678	-0.000220777122678	0.000765655998761	-0.000220777122678	0.000108033917775	0.000765655998761	0.000108033917775	0.000765655998761	0.000108033917775	0.000108033917775	0.000108033917775	0.000108033917775	0.000070314334042	0.000728219810162	0.000070314334042	-0.000258638403952	0.000399267072080	0.000070314334042	0.000399267072080	0.000399267072080
0.000108033917775	0.000436844958255	-0.000220777122678	0.000108033917775	0.000436844958255	0.000436844958255	0.000765655998761	0.000108033917775	0.000436844958255	0.000765655998761	0.000108033917775	0.000436844958255	-0.000220777122678	0.000108033917775	0.000108033917775	0.000108033917775	0.000070314334042	0.000399267072080	-0.000587591141901	0.000070314334042	0.000399267072080	0.000399267072080	0.000399267072080	-0.000258638403952
0.000108033917775	0.000108033917775	0.000108033917775	0.000108033917775	0.000436844958255	0.000108033917775	0.000108033917775	0.000108033917775	0.000436844958255	0.000436844958255	0.000108033917775	0.000436844958255	0.000436844958255	-0.000220777122678	0.000765655998761	0.000108033917775	0.000070314334042	0.000399267072080	0.000399267072080	0.000399267072080	0.000728219810162	-0.000258638403952	0.000399267072080	-0.000258638403952
0.000108033917775	0.000436844958255	0.000108033917775	0.000108033917775	0.000108033917775	0.000108033917775	0.000436844958255	0.000108033917775	0.000436844958255	0.000108033917775	0.000436844958255	0.000436844958255	0.000436844958255	0.000108033917775	0.000108033917775	0.000108033917775	-0.000258638403952	0.000728219810162	0.000399267072080	0.000070314334042	0.000728219810162	-0.000587591141901	0.000070314334042	0.000399267072080
0.000108033917775	0.000436844958255	0.000436844958255	0.000108033917775	0.000108033917775	0.000108033917775	0.000436844958255	-0.000220777122678	0.000108033917775	0.000108033917775	0.000436844958255	0.000436844958255	-0.000220777122678	0.000436844958255	0.000108033917775	0.000108033917775	0.000399267072080	0.000070314334042	0.000728219810162	0.000070314334042	0.000728219810162	0.000070314334042	0.000399267072080	0.000070314334042
-0.000220777122678	0.000108033917775	0.000436844958255	0.000436844958255	0.000436844958255	0.000108033917775	0.000436844958255	0.000436844958255	0.000436844958255	0.000108033917775	0.000436844958255	0.000436844958255	0.000436844958255	0.000108033917775	0.000436844958255	0.000108033917775	-0.000258638403952	0.000728219810162	0.000070314334042	0.000070314334042	0.000399267072080	0.000070314334042	0.000728219810162	0.000399267072080
-0.000220777122678	0.000436844958255	0.000108033917775	-0.000220777122678	0.000436844958255	0.000108033917775	0.000436844958255	0.000108033917775	0.000108033917775	0.000436844958255	-0.000220777122678	0.000436844958255	0.000108033917775	0.000108033917775	0.000108033917775	-0.000220777122678	-0.000258638403952	0.000399267072080	0.000399267072080	-0.000258638403952	0.000070314334042	0.000070314334042	0.000399267072080	-0.000258638403952
